,Experiment,Compound A Concentration,Compound B Concentration,Cell Population,Mean Count,Std Count
993,subject_3:compound_4:NA,3160,NA,Lymphocytes,241.33333333333331,12.583057392117915
994,subject_3:compound_4:NA,3160,NA,Neutrophils,52.0,9.539392014169456
995,subject_3:compound_4:NA,3160,NA,Total Blasts,1295.3333333333333,97.3156376608268
996,subject_3:Dimethyl Sulfoxide:NA,0,NA,CD3+ T cells,148.0,70.84187623553902
997,subject_3:Dimethyl Sulfoxide:NA,0,NA,CD66b+ Granulocytes,30.625,11.375883011252984
998,subject_3:Dimethyl Sulfoxide:NA,0,NA,Erythrocytes,307.25,702.1145104000385
999,subject_3:Dimethyl Sulfoxide:NA,0,NA,Lymphocytes,227.25,113.24530895361626
1000,subject_3:Dimethyl Sulfoxide:NA,0,NA,Neutrophils,72.625,33.10993592779752
1001,subject_3:Dimethyl Sulfoxide:NA,0,NA,Total Blasts,4604.625,1510.3870778710998
1002,subject_3:compound_6:NA,1,NA,CD3+ T cells,185.33333333333331,14.742229591663987
1003,subject_3:compound_6:NA,1,NA,CD66b+ Granulocytes,54.66666666666666,8.082903768654761
1004,subject_3:compound_6:NA,1,NA,Erythrocytes,58.333333333333336,3.785938897200183
1005,subject_3:compound_6:NA,1,NA,Lymphocytes,293.0,29.46183972531247
1006,subject_3:compound_6:NA,1,NA,Neutrophils,93.0,6.244997998398398
1007,subject_3:compound_6:NA,1,NA,Total Blasts,4456.0,591.8166945938582
1008,subject_3:compound_6:NA,10,NA,CD3+ T cells,274.6666666666667,15.50268793897798
1009,subject_3:compound_6:NA,10,NA,CD66b+ Granulocytes,40.66666666666666,26.025628394590846
1010,subject_3:compound_6:NA,10,NA,Erythrocytes,65.0,8.717797887081348
1011,subject_3:compound_6:NA,10,NA,Lymphocytes,375.0,23.302360395462088
1012,subject_3:compound_6:NA,10,NA,Neutrophils,81.66666666666667,40.67349669420289
1013,subject_3:compound_6:NA,10,NA,Total Blasts,2620.6666666666665,412.74003117378055
1014,subject_3:compound_6:NA,100,NA,CD3+ T cells,229.0,26.210684844162312
1015,subject_3:compound_6:NA,100,NA,CD66b+ Granulocytes,35.333333333333336,12.055427546683417
1016,subject_3:compound_6:NA,100,NA,Erythrocytes,68.66666666666667,5.033222956847166
1017,subject_3:compound_6:NA,100,NA,Lymphocytes,274.6666666666667,28.71120571019847
1018,subject_3:compound_6:NA,100,NA,Neutrophils,62.66666666666666,28.00595174839329
1019,subject_3:compound_6:NA,100,NA,Total Blasts,939.6666666666666,60.35174672976196
1020,subject_3:compound_6:NA,1000,NA,CD3+ T cells,53.66666666666666,27.42869543622761
1021,subject_3:compound_6:NA,1000,NA,CD66b+ Granulocytes,1.6666666666666667,0.5773502691896257
1022,subject_3:compound_6:NA,1000,NA,Erythrocytes,79.66666666666667,6.6583281184793925
1023,subject_3:compound_6:NA,1000,NA,Lymphocytes,78.66666666666667,39.576929306520654
1024,subject_3:compound_6:NA,1000,NA,Neutrophils,2.333333333333333,1.5275252316519468
1025,subject_3:compound_6:NA,1000,NA,Total Blasts,56.66666666666666,21.939310229205777
1026,subject_3:compound_6:NA,3,NA,CD3+ T cells,152.33333333333334,115.74685020912376
1027,subject_3:compound_6:NA,3,NA,CD66b+ Granulocytes,46.333333333333336,38.08324215889888
1028,subject_3:compound_6:NA,3,NA,Erythrocytes,321.0,455.5392409002764
1029,subject_3:compound_6:NA,3,NA,Lymphocytes,235.66666666666663,174.7064204124546
1030,subject_3:compound_6:NA,3,NA,Neutrophils,90.0,52.60228131934964
1031,subject_3:compound_6:NA,3,NA,Total Blasts,3647.6666666666665,492.48079488781417
1032,subject_3:compound_6:NA,31,NA,CD3+ T cells,214.33333333333331,60.277137733417085
1033,subject_3:compound_6:NA,31,NA,CD66b+ Granulocytes,42.66666666666666,12.741009902410928
1034,subject_3:compound_6:NA,31,NA,Erythrocytes,64.66666666666667,14.047538337136986
1035,subject_3:compound_6:NA,31,NA,Lymphocytes,267.6666666666667,82.05079727420895
1036,subject_3:compound_6:NA,31,NA,Neutrophils,69.66666666666667,12.342339054382412
1037,subject_3:compound_6:NA,31,NA,Total Blasts,941.3333333333334,304.30960111921104
1038,subject_3:compound_6:NA,316,NA,CD3+ T cells,132.66666666666666,26.689573494781317
1039,subject_3:compound_6:NA,316,NA,CD66b+ Granulocytes,9.666666666666666,2.309401076758504
1040,subject_3:compound_6:NA,316,NA,Erythrocytes,87.33333333333333,4.041451884327381
1041,subject_3:compound_6:NA,316,NA,Lymphocytes,182.66666666666663,28.29016319029166
1042,subject_3:compound_6:NA,316,NA,Neutrophils,34.0,8.54400374531753
1043,subject_3:compound_6:NA,316,NA,Total Blasts,1051.6666666666667,29.56912804486012
1044,subject_3:compound_7:NA,22,NA,CD3+ T cells,171.33333333333334,18.14754345175493
1045,subject_3:compound_7:NA,22,NA,CD66b+ Granulocytes,39.333333333333336,14.571661996262929
1046,subject_3:compound_7:NA,22,NA,Erythrocytes,43.66666666666666,9.073771725877467
1047,subject_3:compound_7:NA,22,NA,Lymphocytes,272.6666666666667,22.72296928953902
1048,subject_3:compound_7:NA,22,NA,Neutrophils,80.0,16.09347693943108
1049,subject_3:compound_7:NA,22,NA,Total Blasts,5166.333333333333,317.25751895476543
1050,subject_3:compound_7:NA,225,NA,CD3+ T cells,158.66666666666666,22.722969289539016
1051,subject_3:compound_7:NA,225,NA,CD66b+ Granulocytes,30.666666666666668,5.131601439446884
1052,subject_3:compound_7:NA,225,NA,Erythrocytes,27.0,14.0
1053,subject_3:compound_7:NA,225,NA,Lymphocytes,217.66666666666663,21.22105872319601
1054,subject_3:compound_7:NA,225,NA,Neutrophils,65.0,6.557438524302
1055,subject_3:compound_7:NA,225,NA,Total Blasts,4977.666666666667,234.3210048914381
1056,subject_3:compound_7:NA,2250,NA,CD3+ T cells,110.66666666666669,10.503967504392488
1057,subject_3:compound_7:NA,2250,NA,CD66b+ Granulocytes,55.66666666666666,23.115651263447745
1058,subject_3:compound_7:NA,2250,NA,Erythrocytes,45.0,5.291502622129181
1059,subject_3:compound_7:NA,2250,NA,Lymphocytes,144.66666666666666,10.692676621563626
1060,subject_3:compound_7:NA,2250,NA,Neutrophils,98.66666666666669,34.26854728950927
1061,subject_3:compound_7:NA,2250,NA,Total Blasts,4566.333333333333,308.0541078014272
1062,subject_3:compound_7:NA,7,NA,CD3+ T cells,176.33333333333334,10.408329997330664
1063,subject_3:compound_7:NA,7,NA,CD66b+ Granulocytes,39.333333333333336,2.8867513459481287
1064,subject_3:compound_7:NA,7,NA,Erythrocytes,49.0,3.0
1065,subject_3:compound_7:NA,7,NA,Lymphocytes,289.6666666666667,13.650396819628844
1066,subject_3:compound_7:NA,7,NA,Neutrophils,83.66666666666667,7.234178138070236
1067,subject_3:compound_7:NA,7,NA,Total Blasts,5116.666666666667,244.76178895680047
1068,subject_3:compound_7:NA,71,NA,CD3+ T cells,173.66666666666666,8.736894948054104
1069,subject_3:compound_7:NA,71,NA,CD66b+ Granulocytes,50.333333333333336,10.11599393699568
1070,subject_3:compound_7:NA,71,NA,Erythrocytes,26.666666666666668,10.263202878893768
1071,subject_3:compound_7:NA,71,NA,Lymphocytes,250.0,20.518284528683196
1072,subject_3:compound_7:NA,71,NA,Neutrophils,96.66666666666669,15.821925715074425
1073,subject_3:compound_7:NA,71,NA,Total Blasts,5281.333333333333,158.06749613166312
1074,subject_3:compound_7:NA,712,NA,CD3+ T cells,118.33333333333331,18.556220879622373
1075,subject_3:compound_7:NA,712,NA,CD66b+ Granulocytes,34.333333333333336,22.27853974867593
1076,subject_3:compound_7:NA,712,NA,Erythrocytes,38.333333333333336,5.859465277082316
1077,subject_3:compound_7:NA,712,NA,Lymphocytes,162.0,11.532562594670797
1078,subject_3:compound_7:NA,712,NA,Neutrophils,75.66666666666667,28.37839553839035
1079,subject_3:compound_7:NA,712,NA,Total Blasts,4952.0,242.6499536369212
1080,subject_3:compound_7:NA,7120,NA,CD3+ T cells,105.33333333333331,8.621678104251709
1081,subject_3:compound_7:NA,7120,NA,CD66b+ Granulocytes,25.0,2.0
1082,subject_3:compound_7:NA,7120,NA,Erythrocytes,42.0,1.0
1083,subject_3:compound_7:NA,7120,NA,Lymphocytes,127.66666666666669,5.131601439446884
1084,subject_3:compound_7:NA,7120,NA,Neutrophils,66.0,1.7320508075688772
1085,subject_3:compound_7:NA,7120,NA,Total Blasts,4019.3333333333335,303.50343216071434
1086,subject_4:compound_0:NA,10000,NA,CD3+ T cells,12.0,NA
1087,subject_4:compound_0:NA,10000,NA,CD66b+ Granulocytes,3.0,NA
1088,subject_4:compound_0:NA,10000,NA,Erythrocytes,8.0,NA
1089,subject_4:compound_0:NA,10000,NA,Lymphocytes,13.0,NA
1090,subject_4:compound_0:NA,10000,NA,Neutrophils,3.0,NA
1091,subject_4:compound_0:NA,10000,NA,Total Blasts,7.0,NA
1092,subject_4:compound_1:NA,10,NA,CD3+ T cells,491.3333333333333,61.80884510596629
1093,subject_4:compound_1:NA,10,NA,CD66b+ Granulocytes,4.666666666666667,1.5275252316519463
1094,subject_4:compound_1:NA,10,NA,Erythrocytes,7.666666666666667,2.0816659994661326
1095,subject_4:compound_1:NA,10,NA,Lymphocytes,754.0,80.29943959953893
1096,subject_4:compound_1:NA,10,NA,Neutrophils,32.333333333333336,6.658328118479393
1097,subject_4:compound_1:NA,10,NA,Total Blasts,2390.333333333333,254.3173870055552
1098,subject_4:compound_1:NA,100,NA,CD3+ T cells,531.6666666666666,19.347695814575268
1099,subject_4:compound_1:NA,100,NA,CD66b+ Granulocytes,6.333333333333333,3.055050463303893
1100,subject_4:compound_1:NA,100,NA,Erythrocytes,9.333333333333334,3.511884584284246
1101,subject_4:compound_1:NA,100,NA,Lymphocytes,816.3333333333334,18.50225211517056
1102,subject_4:compound_1:NA,100,NA,Neutrophils,44.333333333333336,7.767453465154029
1103,subject_4:compound_1:NA,100,NA,Total Blasts,2662.0,200.28979005431103
1104,subject_4:compound_1:NA,1000,NA,CD3+ T cells,662.3333333333334,47.05670338361298
1105,subject_4:compound_1:NA,1000,NA,CD66b+ Granulocytes,10.333333333333334,4.618802153517006
1106,subject_4:compound_1:NA,1000,NA,Erythrocytes,12.0,7.937253933193772
1107,subject_4:compound_1:NA,1000,NA,Lymphocytes,938.0,76.92203845452875
1108,subject_4:compound_1:NA,1000,NA,Neutrophils,79.33333333333333,9.073771725877467
1109,subject_4:compound_1:NA,1000,NA,Total Blasts,2541.333333333333,238.4121081936346
1110,subject_4:compound_1:compound_7,1000,225.0,CD3+ T cells,560.0,34.39476704383968
1111,subject_4:compound_1:compound_7,1000,225.0,CD66b+ Granulocytes,8.666666666666666,0.5773502691896257
1112,subject_4:compound_1:compound_7,1000,225.0,Erythrocytes,9.0,1.0
1113,subject_4:compound_1:compound_7,1000,225.0,Lymphocytes,748.0,36.37306695894642
1114,subject_4:compound_1:compound_7,1000,225.0,Neutrophils,63.333333333333336,4.041451884327381
1115,subject_4:compound_1:compound_7,1000,225.0,Total Blasts,2308.333333333333,110.85726558657908
1116,subject_4:compound_1:NA,10000,NA,CD3+ T cells,721.0,24.33105012119288
1117,subject_4:compound_1:NA,10000,NA,CD66b+ Granulocytes,1.3333333333333333,1.1547005383792517
1118,subject_4:compound_1:NA,10000,NA,Erythrocytes,10.0,2.6457513110645907
1119,subject_4:compound_1:NA,10000,NA,Lymphocytes,950.3333333333334,31.342197327777345
1120,subject_4:compound_1:NA,10000,NA,Neutrophils,1.6666666666666667,1.5275252316519463
1121,subject_4:compound_1:NA,10000,NA,Total Blasts,121.0,15.716233645501712
1122,subject_4:compound_1:NA,31,NA,CD3+ T cells,544.3333333333334,64.69415223444337
1123,subject_4:compound_1:NA,31,NA,CD66b+ Granulocytes,9.0,3.0
1124,subject_4:compound_1:NA,31,NA,Erythrocytes,11.666666666666666,2.081665999466133
1125,subject_4:compound_1:NA,31,NA,Lymphocytes,798.0,71.43528539874394
1126,subject_4:compound_1:NA,31,NA,Neutrophils,42.333333333333336,3.055050463303893
1127,subject_4:compound_1:NA,31,NA,Total Blasts,2784.333333333333,349.0821297822811
1128,subject_4:compound_1:NA,316,NA,CD3+ T cells,604.6666666666666,33.842773723992146
1129,subject_4:compound_1:NA,316,NA,CD66b+ Granulocytes,10.0,3.605551275463989
1130,subject_4:compound_1:NA,316,NA,Erythrocytes,10.333333333333334,3.055050463303893
1131,subject_4:compound_1:NA,316,NA,Lymphocytes,896.3333333333334,20.55075018906447
1132,subject_4:compound_1:NA,316,NA,Neutrophils,50.66666666666666,7.371114795831994
1133,subject_4:compound_1:NA,316,NA,Total Blasts,2829.333333333333,286.6571703853461
1134,subject_4:compound_1:NA,3160,NA,CD3+ T cells,683.6666666666666,62.002688113769175
1135,subject_4:compound_1:NA,3160,NA,CD66b+ Granulocytes,13.0,4.58257569495584
1136,subject_4:compound_1:NA,3160,NA,Erythrocytes,12.666666666666666,2.0816659994661326
1137,subject_4:compound_1:NA,3160,NA,Lymphocytes,939.0,67.54998149518622
1138,subject_4:compound_1:NA,3160,NA,Neutrophils,74.66666666666667,11.846237095944574
1139,subject_4:compound_1:NA,3160,NA,Total Blasts,1385.3333333333333,84.71324178269495
1140,subject_4:compound_2:NA,10,NA,CD3+ T cells,563.6666666666666,27.970222261064237
1141,subject_4:compound_2:NA,10,NA,CD66b+ Granulocytes,8.0,1.0
1142,subject_4:compound_2:NA,10,NA,Erythrocytes,8.333333333333334,2.0816659994661326
1143,subject_4:compound_2:NA,10,NA,Lymphocytes,858.6666666666666,36.018513757973594
1144,subject_4:compound_2:NA,10,NA,Neutrophils,45.66666666666666,4.932882862316248
1145,subject_4:compound_2:NA,10,NA,Total Blasts,2815.6666666666665,29.19474838619668
1146,subject_4:compound_2:NA,100,NA,CD3+ T cells,548.6666666666666,12.055427546683417
1147,subject_4:compound_2:NA,100,NA,CD66b+ Granulocytes,8.333333333333334,3.055050463303893
1148,subject_4:compound_2:NA,100,NA,Erythrocytes,13.0,3.605551275463989
1149,subject_4:compound_2:NA,100,NA,Lymphocytes,860.0,13.228756555322953
1150,subject_4:compound_2:NA,100,NA,Neutrophils,63.66666666666666,10.016652800877813
1151,subject_4:compound_2:NA,100,NA,Total Blasts,2570.6666666666665,58.28664798505172
1152,subject_4:compound_2:NA,1000,NA,CD3+ T cells,532.3333333333334,25.890796305508516
1153,subject_4:compound_2:NA,1000,NA,CD66b+ Granulocytes,11.666666666666666,5.686240703077327
1154,subject_4:compound_2:NA,1000,NA,Erythrocytes,8.666666666666666,2.516611478423584
1155,subject_4:compound_2:NA,1000,NA,Lymphocytes,751.6666666666666,52.624455658309024
1156,subject_4:compound_2:NA,1000,NA,Neutrophils,43.333333333333336,3.2145502536643185
1157,subject_4:compound_2:NA,1000,NA,Total Blasts,1531.3333333333333,176.38121593110003
1158,subject_4:compound_2:NA,10000,NA,CD3+ T cells,353.0,20.223748416156685
1159,subject_4:compound_2:NA,10000,NA,CD66b+ Granulocytes,11.666666666666666,1.5275252316519468
1160,subject_4:compound_2:NA,10000,NA,Erythrocytes,10.0,4.358898943540674
1161,subject_4:compound_2:NA,10000,NA,Lymphocytes,501.3333333333333,30.13856886670854
1162,subject_4:compound_2:NA,10000,NA,Neutrophils,38.333333333333336,4.509249752822894
1163,subject_4:compound_2:NA,10000,NA,Total Blasts,427.0,30.265491900843116
1164,subject_4:compound_2:NA,31,NA,CD3+ T cells,543.0,9.643650760992957
1165,subject_4:compound_2:NA,31,NA,CD66b+ Granulocytes,6.333333333333333,1.5275252316519463
1166,subject_4:compound_2:NA,31,NA,Erythrocytes,6.666666666666667,0.5773502691896258
1167,subject_4:compound_2:NA,31,NA,Lymphocytes,835.0,25.357444666211933
1168,subject_4:compound_2:NA,31,NA,Neutrophils,38.0,6.557438524302
1169,subject_4:compound_2:NA,31,NA,Total Blasts,2685.333333333333,236.85720029868912
1170,subject_4:compound_2:NA,316,NA,CD3+ T cells,482.0,32.526911934581186
1171,subject_4:compound_2:NA,316,NA,CD66b+ Granulocytes,11.0,1.4142135623730951
1172,subject_4:compound_2:NA,316,NA,Erythrocytes,11.5,3.5355339059327378
1173,subject_4:compound_2:NA,316,NA,Lymphocytes,767.5,27.577164466275352
1174,subject_4:compound_2:NA,316,NA,Neutrophils,48.5,3.5355339059327378
1175,subject_4:compound_2:NA,316,NA,Total Blasts,1902.0,33.94112549695428
1176,subject_4:compound_2:compound_3,316,70.0,CD3+ T cells,593.0,43.71498598878879
1177,subject_4:compound_2:compound_3,316,70.0,CD66b+ Granulocytes,6.0,3.605551275463989
1178,subject_4:compound_2:compound_3,316,70.0,Erythrocytes,12.333333333333334,4.041451884327381
1179,subject_4:compound_2:compound_3,316,70.0,Lymphocytes,733.6666666666666,60.69870948655608
1180,subject_4:compound_2:compound_3,316,70.0,Neutrophils,27.0,8.18535277187245
1181,subject_4:compound_2:compound_3,316,70.0,Total Blasts,2756.333333333333,242.1163632085476
1182,subject_4:compound_2:NA,3160,NA,CD3+ T cells,594.3333333333334,21.501937897160182
1183,subject_4:compound_2:NA,3160,NA,CD66b+ Granulocytes,11.333333333333334,5.507570547286102
1184,subject_4:compound_2:NA,3160,NA,Erythrocytes,10.333333333333334,4.163331998932265
1185,subject_4:compound_2:NA,3160,NA,Lymphocytes,765.6666666666666,7.371114795831994
1186,subject_4:compound_2:NA,3160,NA,Neutrophils,36.66666666666666,6.658328118479393
1187,subject_4:compound_2:NA,3160,NA,Total Blasts,603.3333333333334,45.96012764705222
1188,subject_4:compound_3:NA,2,NA,CD3+ T cells,557.0,30.610455730027933
1189,subject_4:compound_3:NA,2,NA,CD66b+ Granulocytes,7.333333333333333,3.214550253664318
1190,subject_4:compound_3:NA,2,NA,Erythrocytes,9.333333333333334,3.214550253664318
1191,subject_4:compound_3:NA,2,NA,Lymphocytes,860.0,28.61817604250837
1192,subject_4:compound_3:NA,2,NA,Neutrophils,43.66666666666666,3.055050463303893
1193,subject_4:compound_3:NA,2,NA,Total Blasts,2859.6666666666665,70.69181942299501
1194,subject_4:compound_3:NA,22,NA,CD3+ T cells,512.0,85.01764522732913
1195,subject_4:compound_3:NA,22,NA,CD66b+ Granulocytes,12.333333333333334,3.055050463303893
1196,subject_4:compound_3:NA,22,NA,Erythrocytes,6.0,1.0
1197,subject_4:compound_3:NA,22,NA,Lymphocytes,786.3333333333334,112.02380699357316
1198,subject_4:compound_3:NA,22,NA,Neutrophils,58.0,18.027756377319943
1199,subject_4:compound_3:NA,22,NA,Total Blasts,3210.5,388.2016228714146
1200,subject_4:compound_3:NA,221,NA,CD3+ T cells,541.0,23.515952032609693
1201,subject_4:compound_3:NA,221,NA,CD66b+ Granulocytes,6.0,3.605551275463989
1202,subject_4:compound_3:NA,221,NA,Erythrocytes,7.333333333333333,4.509249752822894
1203,subject_4:compound_3:NA,221,NA,Lymphocytes,607.6666666666666,22.501851775650227
1204,subject_4:compound_3:NA,221,NA,Neutrophils,21.33333333333333,1.1547005383792517
1205,subject_4:compound_3:NA,221,NA,Total Blasts,2768.5,38.89087296526012
1206,subject_4:compound_3:NA,2210,NA,CD3+ T cells,24.0,2.0
1207,subject_4:compound_3:NA,2210,NA,CD66b+ Granulocytes,1.0,0.0
1208,subject_4:compound_3:NA,2210,NA,Erythrocytes,8.333333333333334,4.163331998932265
1209,subject_4:compound_3:NA,2210,NA,Lymphocytes,30.33333333333333,4.041451884327381
1210,subject_4:compound_3:NA,2210,NA,Neutrophils,1.0,0.0
1211,subject_4:compound_3:NA,2210,NA,Total Blasts,14.0,6.557438524302
1212,subject_4:compound_3:NA,7,NA,CD3+ T cells,612.3333333333334,76.19930008427463
1213,subject_4:compound_3:NA,7,NA,CD66b+ Granulocytes,4.0,2.0
1214,subject_4:compound_3:NA,7,NA,Erythrocytes,9.0,2.0
1215,subject_4:compound_3:NA,7,NA,Lymphocytes,906.0,42.03569911396741
1216,subject_4:compound_3:NA,7,NA,Neutrophils,37.0,13.74772708486752
1217,subject_4:compound_3:NA,7,NA,Total Blasts,3143.0,25.45584412271571
1218,subject_4:compound_3:NA,70,NA,CD3+ T cells,572.6666666666666,21.501937897160182
1219,subject_4:compound_3:NA,70,NA,CD66b+ Granulocytes,6.0,1.0
1220,subject_4:compound_3:NA,70,NA,Erythrocytes,7.0,3.0
1221,subject_4:compound_3:NA,70,NA,Lymphocytes,711.3333333333334,29.93882651897588
1222,subject_4:compound_3:NA,70,NA,Neutrophils,35.666666666666664,5.033222956847167
1223,subject_4:compound_3:NA,70,NA,Total Blasts,2800.0,120.1124473150056
1224,subject_4:compound_3:NA,700,NA,CD3+ T cells,260.0,11.789826122551595
1225,subject_4:compound_3:NA,700,NA,CD66b+ Granulocytes,11.0,2.0
1226,subject_4:compound_3:NA,700,NA,Erythrocytes,6.333333333333333,1.5275252316519463
1227,subject_4:compound_3:NA,700,NA,Lymphocytes,349.0,13.527749258468685
1228,subject_4:compound_3:NA,700,NA,Neutrophils,34.333333333333336,0.5773502691896258
1229,subject_4:compound_3:NA,700,NA,Total Blasts,1528.6666666666667,230.2353867964986
1230,subject_4:compound_4:NA,10,NA,CD3+ T cells,519.0,15.588457268119896
1231,subject_4:compound_4:NA,10,NA,CD66b+ Granulocytes,5.333333333333333,2.0816659994661326
1232,subject_4:compound_4:NA,10,NA,Erythrocytes,8.333333333333334,1.1547005383792517
1233,subject_4:compound_4:NA,10,NA,Lymphocytes,798.6666666666666,54.12331598611945
1234,subject_4:compound_4:NA,10,NA,Neutrophils,30.33333333333333,3.055050463303893
1235,subject_4:compound_4:NA,10,NA,Total Blasts,2695.6666666666665,259.70431905021013
1236,subject_4:compound_4:NA,100,NA,CD3+ T cells,538.6666666666666,7.637626158259734
1237,subject_4:compound_4:NA,100,NA,CD66b+ Granulocytes,7.333333333333333,5.507570547286102
1238,subject_4:compound_4:NA,100,NA,Erythrocytes,8.0,1.0
1239,subject_4:compound_4:NA,100,NA,Lymphocytes,789.3333333333334,13.576941236277534
1240,subject_4:compound_4:NA,100,NA,Neutrophils,42.0,12.16552506059644
1241,subject_4:compound_4:NA,100,NA,Total Blasts,2763.0,130.95037227896682
1242,subject_4:compound_4:NA,1000,NA,CD3+ T cells,492.0,21.213203435596427
1243,subject_4:compound_4:NA,1000,NA,CD66b+ Granulocytes,7.5,3.5355339059327378
1244,subject_4:compound_4:NA,1000,NA,Erythrocytes,6.0,0.0
1245,subject_4:compound_4:NA,1000,NA,Lymphocytes,663.5,33.23401871576773
1246,subject_4:compound_4:NA,1000,NA,Neutrophils,42.5,3.5355339059327378
1247,subject_4:compound_4:NA,1000,NA,Total Blasts,2756.0,159.80613254815975
1248,subject_4:compound_4:NA,10000,NA,CD3+ T cells,309.0,16.0
1249,subject_4:compound_4:NA,10000,NA,CD66b+ Granulocytes,9.0,1.0
1250,subject_4:compound_4:NA,10000,NA,Erythrocytes,10.666666666666666,3.055050463303893
1251,subject_4:compound_4:NA,10000,NA,Lymphocytes,462.6666666666667,20.79262689833426
1252,subject_4:compound_4:NA,10000,NA,Neutrophils,49.0,11.532562594670797
1253,subject_4:compound_4:NA,10000,NA,Total Blasts,2114.6666666666665,228.71233751884336
1254,subject_4:compound_4:NA,31,NA,CD3+ T cells,525.3333333333334,49.21720566360237
1255,subject_4:compound_4:NA,31,NA,CD66b+ Granulocytes,5.333333333333333,2.309401076758503
1256,subject_4:compound_4:NA,31,NA,Erythrocytes,9.0,2.6457513110645907
1257,subject_4:compound_4:NA,31,NA,Lymphocytes,798.0,42.67317658670374
1258,subject_4:compound_4:NA,31,NA,Neutrophils,25.666666666666668,5.507570547286101
1259,subject_4:compound_4:NA,31,NA,Total Blasts,2504.0,376.0039893405388
1260,subject_4:compound_4:NA,316,NA,CD3+ T cells,542.3333333333334,35.019042438840806
1261,subject_4:compound_4:NA,316,NA,CD66b+ Granulocytes,8.666666666666666,1.1547005383792517
1262,subject_4:compound_4:NA,316,NA,Erythrocytes,8.666666666666666,2.081665999466133
1263,subject_4:compound_4:NA,316,NA,Lymphocytes,755.6666666666666,55.51876559626783
1264,subject_4:compound_4:NA,316,NA,Neutrophils,54.333333333333336,3.214550253664318
1265,subject_4:compound_4:NA,316,NA,Total Blasts,3042.0,56.31163290120435
1266,subject_4:compound_4:NA,3160,NA,CD3+ T cells,359.0,25.45584412271571
1267,subject_4:compound_4:NA,3160,NA,CD66b+ Granulocytes,5.0,2.8284271247461903
1268,subject_4:compound_4:NA,3160,NA,Erythrocytes,6.5,2.1213203435596424
1269,subject_4:compound_4:NA,3160,NA,Lymphocytes,510.0,19.79898987322333
1270,subject_4:compound_4:NA,3160,NA,Neutrophils,51.5,4.949747468305833
1271,subject_4:compound_4:NA,3160,NA,Total Blasts,2408.0,50.91168824543142
1272,subject_4:Dimethyl Sulfoxide:NA,0,NA,CD3+ T cells,563.0,47.15021587588817
1273,subject_4:Dimethyl Sulfoxide:NA,0,NA,CD66b+ Granulocytes,8.5,2.7774602993176543
1274,subject_4:Dimethyl Sulfoxide:NA,0,NA,Erythrocytes,8.25,2.9640705601780613
1275,subject_4:Dimethyl Sulfoxide:NA,0,NA,Lymphocytes,847.75,88.59176033920987
1276,subject_4:Dimethyl Sulfoxide:NA,0,NA,Neutrophils,45.5,7.874007874011811
1277,subject_4:Dimethyl Sulfoxide:NA,0,NA,Total Blasts,2792.25,250.74845107056137
1278,subject_4:compound_6:NA,1,NA,CD3+ T cells,548.0,103.23759005323592
1279,subject_4:compound_6:NA,1,NA,CD66b+ Granulocytes,8.0,2.8284271247461903
1280,subject_4:compound_6:NA,1,NA,Erythrocytes,6.5,3.5355339059327378
1281,subject_4:compound_6:NA,1,NA,Lymphocytes,869.5,96.873629022557
1282,subject_4:compound_6:NA,1,NA,Neutrophils,43.5,0.7071067811865476
1283,subject_4:compound_6:NA,1,NA,Total Blasts,3172.5,149.19953083036154
1284,subject_4:compound_6:NA,10,NA,CD3+ T cells,579.6666666666666,31.13411847689498
1285,subject_4:compound_6:NA,10,NA,CD66b+ Granulocytes,9.333333333333334,0.5773502691896257
1286,subject_4:compound_6:NA,10,NA,Erythrocytes,6.666666666666667,2.309401076758503
1287,subject_4:compound_6:NA,10,NA,Lymphocytes,848.6666666666666,19.03505538035898
1288,subject_4:compound_6:NA,10,NA,Neutrophils,55.333333333333336,10.785793124908958
1289,subject_4:compound_6:NA,10,NA,Total Blasts,3169.333333333333,204.85686059620588
1290,subject_4:compound_6:NA,100,NA,CD3+ T cells,553.3333333333334,18.448125469362285
1291,subject_4:compound_6:NA,100,NA,CD66b+ Granulocytes,12.0,7.54983443527075
1292,subject_4:compound_6:NA,100,NA,Erythrocytes,9.0,1.0
1293,subject_4:compound_6:NA,100,NA,Lymphocytes,617.0,17.69180601295413
1294,subject_4:compound_6:NA,100,NA,Neutrophils,55.333333333333336,16.65332799572906
1295,subject_4:compound_6:NA,100,NA,Total Blasts,2385.6666666666665,301.08525924284857
1296,subject_4:compound_6:NA,1000,NA,CD3+ T cells,179.0,17.69180601295413
1297,subject_4:compound_6:NA,1000,NA,CD66b+ Granulocytes,0.0,0.0
1298,subject_4:compound_6:NA,1000,NA,Erythrocytes,14.0,0.0
1299,subject_4:compound_6:NA,1000,NA,Lymphocytes,278.6666666666667,25.774664562964407
1300,subject_4:compound_6:NA,1000,NA,Neutrophils,0.6666666666666666,0.5773502691896258
1301,subject_4:compound_6:NA,1000,NA,Total Blasts,65.0,6.244997998398398
1302,subject_4:compound_6:NA,3,NA,CD3+ T cells,554.6666666666666,79.97708005005768
1303,subject_4:compound_6:NA,3,NA,CD66b+ Granulocytes,8.666666666666666,0.5773502691896257
1304,subject_4:compound_6:NA,3,NA,Erythrocytes,5.0,3.0
1305,subject_4:compound_6:NA,3,NA,Lymphocytes,849.0,72.02083032012335
